NAME,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,ISO3
Estação Ecológica Serra Dos Três Irmãos,Ecological Station,National,Ia,Not Applicable,Designated,1990,Sub-national ministry or agency,BRA
Reserva Biológica Do Córrego Do Veado,Biological Reserve,National,Ia,Not Applicable,Designated,1982,Federal or national ministry or agency,BRA
Estação Ecológica Itaberá,Ecological Station,National,Ia,Not Applicable,Designated,1957,Sub-national ministry or agency,BRA
Parque Estadual Tucumã,Park,National,II,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Parque Nacional Montanhas Do Tumucumaque,Park,National,II,Not Applicable,Designated,2002,Federal or national ministry or agency,BRA
Área De Proteção Ambiental Da Serra Da Aratanha,Environmental Protection Area,National,V,Not Applicable,Designated,1998,Sub-national ministry or agency,BRA
Parque Estadual Da Serra Furada,Park,National,II,Not Applicable,Designated,1980,Sub-national ministry or agency,BRA
Estação Ecológica De Corumbá,Ecological Station,National,Ia,Not Applicable,Designated,1964,Sub-national ministry or agency,BRA
Reserva Extrativista Maracatiara,Extractive Reserve,National,VI,Not Applicable,Designated,1995,Sub-national ministry or agency,BRA
Estação Ecológica De Aiuaba,Ecological Station,National,Ia,Not Applicable,Designated,2001,Federal or national ministry or agency,BRA
Reserva Biológica Do Guaporé,Biological Reserve,National,Ia,Not Applicable,Designated,1982,Federal or national ministry or agency,BRA
Parque Estadual Do Sumidouro,Park,National,II,Not Applicable,Designated,1980,Sub-national ministry or agency,BRA
Reserva Extrativista Catuá-Ipixuna,Extractive Reserve,National,VI,Not Applicable,Designated,2003,Sub-national ministry or agency,BRA
Reserva Extrativista Marinha Caetétaperaçu,Extractive Reserve,National,VI,Not Applicable,Designated,2005,Federal or national ministry or agency,BRA
Área De Proteção Ambiental Da Bacia Do Rio São Bartolomeu,Environmental Protection Area,National,V,Not Applicable,Designated,1983,Federal or national ministry or agency,BRA
Floresta Nacional De Rio Preto,Forest,National,VI,Not Applicable,Designated,1990,Federal or national ministry or agency,BRA
Reserva De Desenvolvimento Sustentável Mamirauá,Sustainable Development Reserve,National,VI,Not Applicable,Designated,1990,Sub-national ministry or agency,BRA
Estação Ecológica De Murici,Ecological Station,National,Ia,Not Applicable,Designated,2001,Federal or national ministry or agency,BRA
Parque Nacional Das Araucárias,Park,National,II,Not Applicable,Designated,2005,Federal or national ministry or agency,BRA
Reserva Biológica Do Jaru,Biological Reserve,National,Ia,Not Applicable,Designated,1979,Federal or national ministry or agency,BRA
Área De Proteção Ambiental Das Dunas Da Lagoinha,Environmental Protection Area,National,V,Not Applicable,Designated,1999,Sub-national ministry or agency,BRA
Floresta Nacional De Pacotuba,Forest,National,VI,Not Applicable,Designated,2002,Federal or national ministry or agency,BRA
Área De Proteção Ambiental Baía De Camamu,Environmental Protection Area,National,V,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Do Salto Magessi,Environmental Protection Area,National,V,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Do Pau Brasil,Environmental Protection Area,National,V,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Floresta Nacional Do Ibura,Forest,National,VI,Not Applicable,Designated,2005,Federal or national ministry or agency,BRA
Reserva De Desenvolvimento Sustentável Uacarí,Sustainable Development Reserve,National,VI,Not Applicable,Designated,2005,Sub-national ministry or agency,BRA
Parque Estadual Da Ara,Park,National,II,Not Applicable,Designated,1969,Sub-national ministry or agency,BRA
Reserva Extrativista Do Rio Jutaí,Extractive Reserve,National,VI,Not Applicable,Designated,2002,Federal or national ministry or agency,BRA
Reserva Extrativista Mae Grande De Curuça,Extractive Reserve,National,VI,Not Applicable,Designated,2002,Federal or national ministry or agency,BRA
Área De Relevante Interesse Ecológica Pé-De-Gigante,Area of Relevant Ecological Interest,National,IV,Not Applicable,Designated,1990,Federal or national ministry or agency,BRA
Reserva Extrativista Marinha Pirajubaé,Extractive Reserve,National,VI,Not Applicable,Designated,1992,Federal or national ministry or agency,BRA
Floresta Nacional De Ibirama,Forest,National,VI,Not Applicable,Designated,1988,Federal or national ministry or agency,BRA
Floresta Nacional De Bom Futuro,Forest,National,VI,Not Applicable,Designated,1988,Federal or national ministry or agency,BRA
Parque Estadual  De Ilhabela,Park,National,II,Not Applicable,Designated,1977,Sub-national ministry or agency,BRA
Reserva Extrativista Riozinho Da Liberdade,Extractive Reserve,National,VI,Not Applicable,Designated,2005,Federal or national ministry or agency,BRA
Parque Estadual Do Xingu,Park,National,II,Not Applicable,Designated,2001,Sub-national ministry or agency,BRA
Floresta Nacional De Ritápolis,Forest,National,VI,Not Applicable,Designated,1999,Federal or national ministry or agency,BRA
Parque Estadual Do Rio Doce,Park,National,II,Not Applicable,Designated,1944,Sub-national ministry or agency,BRA
Floresta Nacional De Chapecó,Forest,National,VI,Not Applicable,Designated,1968,Federal or national ministry or agency,BRA
Parque Nacional De Sete Cidades,Park,National,II,Not Applicable,Designated,1961,Federal or national ministry or agency,BRA
Reserva Extrativista Marinha Tracuateua,Extractive Reserve,National,VI,Not Applicable,Designated,2005,Federal or national ministry or agency,BRA
Floresta Nacional De Itaituba I,Forest,National,VI,Not Applicable,Designated,1998,Federal or national ministry or agency,BRA
Reserva De Desenvolvimento Sustentável Veredas Do Acari,Sustainable Development Reserve,National,VI,Not Applicable,Designated,2003,Sub-national ministry or agency,BRA
Parque Nacional Viruá,Park,National,II,Not Applicable,Designated,1998,Federal or national ministry or agency,BRA
Parque Nacional Da Tijuca,Park,National,II,Not Applicable,Designated,1961,Federal or national ministry or agency,BRA
Estação Ecológica Do Tripuí,Ecological Station,National,Ia,Not Applicable,Designated,1978,Sub-national ministry or agency,BRA
Parque Estadual Das Nascentes Do Rio Taquari,Park,National,II,Not Applicable,Designated,1999,Sub-national ministry or agency,BRA
Parque Estadual Sucunduri,Park,National,VI,Not Applicable,Designated,2005,Sub-national ministry or agency,BRA
Estação Ecológica Ibicatu,Ecological Station,National,Ia,Not Applicable,Designated,1958,Sub-national ministry or agency,BRA
Estação Ecológica De Niquiá,Ecological Station,National,Ia,Not Applicable,Designated,1985,Federal or national ministry or agency,BRA
Floresta Estadual Aripuanã,Forest,National,VI,Not Applicable,Designated,2005,Sub-national ministry or agency,BRA
Floresta Nacional De Humaitá,Forest,National,VI,Not Applicable,Designated,1999,Federal or national ministry or agency,BRA
Floresta Nacional De Cristópolis,Forest,National,VI,Not Applicable,Designated,2001,Federal or national ministry or agency,BRA
Parque Estadual Serra Santa Bárbara,Park,National,II,Not Applicable,Designated,1997,Sub-national ministry or agency,BRA
Estacao Ecologica Serra Geral Do Tocantins,Ecological Station,National,Ia,Not Applicable,Designated,2001,Federal or national ministry or agency,BRA
"Floresta Estadual De Rendimento Sustentado Do Rio Madeira ""B""",Forest,National,VI,Not Applicable,Designated,1996,Sub-national ministry or agency,BRA
Parque Estadual Do Guirá,Park,National,II,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Da Bacia Do Rio Macacu,Environmental Protection Area,National,V,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Floresta Nacional De Contendas Do Sincorá,Forest,National,VI,Not Applicable,Designated,1999,Federal or national ministry or agency,BRA
Floresta Nacional De Sobral,Forest,National,VI,Not Applicable,Designated,1947,Federal or national ministry or agency,BRA
Parque Nacional Do Cabo Orange,Park,National,II,Not Applicable,Designated,1980,Federal or national ministry or agency,BRA
Área De Relevante Interesse Ecológica Manguezais Da Foz Do Rio Mamanguape,Area of Relevant Ecological Interest,National,IV,Not Applicable,Designated,1985,Federal or national ministry or agency,BRA
Parque Estadual Das Araucárias,Park,National,II,Not Applicable,Designated,2003,Sub-national ministry or agency,BRA
Parque Nacional Do Iguaçu,Park,National,II,Not Applicable,Designated,1939,Federal or national ministry or agency,BRA
Estação Ecológica De Jutaí-Solimões,Ecological Station,National,Ia,Not Applicable,Designated,1983,Federal or national ministry or agency,BRA
Área De Proteção Ambiental Do Lagamar Do Cauipe,Environmental Protection Area,National,V,Not Applicable,Designated,1998,Sub-national ministry or agency,BRA
Reserva Extrativista Maracanã,Extractive Reserve,National,VI,Not Applicable,Designated,2002,Federal or national ministry or agency,BRA
Floresta Nacional De Pau-Rosa,Forest,National,VI,Not Applicable,Designated,2001,Federal or national ministry or agency,BRA
Parque Estadual Serra Ricardo Franco,Park,National,II,Not Applicable,Designated,1997,Sub-national ministry or agency,BRA
Área De Relevante Interesse Ecológico Serra Do Orobó,Area of Relevant Ecological Interest,National,IV,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Reserva Extrativista Sucupira,Extractive Reserve,National,VI,Not Applicable,Designated,1995,Sub-national ministry or agency,BRA
Reserva Extrativista Freijó,Extractive Reserve,National,VI,Not Applicable,Designated,1995,Sub-national ministry or agency,BRA
Parque Nacional Do Catimbau,Park,National,II,Not Applicable,Designated,2002,Federal or national ministry or agency,BRA
Reserva Extrativista Garrote,Extractive Reserve,National,VI,Not Applicable,Designated,1995,Sub-national ministry or agency,BRA
Reserva Extrativista Marinha Arai-Peroba,Extractive Reserve,National,VI,Not Applicable,Designated,2005,Federal or national ministry or agency,BRA
Parque Estadual Águas Do Cuiabá,Park,National,II,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Floresta Nacional Do Amazonas,Forest,National,VI,Not Applicable,Designated,1989,Federal or national ministry or agency,BRA
Área De Proteção Ambiental Grutas Dos Brejões / Veredas Do Romão Gramacho,Environmental Protection Area,National,V,Not Applicable,Designated,1985,Sub-national ministry or agency,BRA
Estação Ecológica Bananal,Ecological Station,National,Ia,Not Applicable,Designated,1964,Sub-national ministry or agency,BRA
Reserva Biológica De Poço Das Antas,Biological Reserve,National,Ia,Not Applicable,Designated,1974,Federal or national ministry or agency,BRA
Área De Proteção Ambiental Lago De Santa Isabel,Environmental Protection Area,National,V,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Reserva Extrativista Lago Do Cedro,Extractive Reserve,National,VI,Not Applicable,Designated,2006,Federal or national ministry or agency,BRA
Floresta Nacional De Passo Fundo,Forest,National,VI,Not Applicable,Designated,1968,Federal or national ministry or agency,BRA
Parque Estadual Marinho Da Laje De Santos,Park,National,II,Not Applicable,Designated,1993,Sub-national ministry or agency,BRA
Reserva Biológica Do Uatumã,Biological Reserve,National,Ia,Not Applicable,Designated,1990,Federal or national ministry or agency,BRA
Parque Estadual Do Rio Da Onça,Park,National,II,Not Applicable,Designated,1981,Sub-national ministry or agency,BRA
Parque Estadual Do Morro Do Diabo,Park,National,II,Not Applicable,Designated,1941,Sub-national ministry or agency,BRA
Estação Ecológica Do Taim,Ecological Station,National,Ia,Not Applicable,Designated,1986,Federal or national ministry or agency,BRA
Área De Relevante Interesse Ecológica Projeto Dinâmica Biológica De Fragmentos Florestais,Area of Relevant Ecological Interest,National,IV,Not Applicable,Designated,1985,Federal or national ministry or agency,BRA
Floresta Nacional De Jacundá,Forest,National,VI,Not Applicable,Designated,2004,Federal or national ministry or agency,BRA
Parque Estadual Da Cantareira,Park,National,II,Not Applicable,Designated,1968,Sub-national ministry or agency,BRA
Estação Ecológica De Aracuri-Esmeralda,Ecological Station,National,Ia,Not Applicable,Designated,1981,Federal or national ministry or agency,BRA
Reserva Extrativista Jatobá,Extractive Reserve,National,VI,Not Applicable,Designated,1995,Sub-national ministry or agency,BRA
Floresta Nacional De Capão Bonito,Forest,National,VI,Not Applicable,Designated,1968,Federal or national ministry or agency,BRA
Área De Proteção Ambiental De Guapi-Mirim,Environmental Protection Area,National,V,Not Applicable,Designated,1984,Federal or national ministry or agency,BRA
Estação Ecológica De Carijós,Ecological Station,National,Ia,Not Applicable,Designated,1987,Federal or national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Reserva Fazenda Bonito De Cima Iv,Natural Heritage Private Reserve,National,IV,Not Applicable,Designated,2007,Federal or national ministry or agency,BRA
Parque Nacional Dos Lençois Maranhenses,Park,National,II,Not Applicable,Designated,1981,Federal or national ministry or agency,BRA
Reserva De Desenvolvimento Sustentável  Itatupã-Baquiá,Sustainable Development Reserve,National,VI,Not Applicable,Designated,2005,Federal or national ministry or agency,BRA
Floresta Nacional De Tefé,Forest,National,VI,Not Applicable,Designated,1989,Federal or national ministry or agency,BRA
Estação Ecológica De Cuniã,Ecological Station,National,Ia,Not Applicable,Designated,2001,Federal or national ministry or agency,BRA
Parque Estadual Fritz Plaumann,Park,National,II,Not Applicable,Designated,2003,Sub-national ministry or agency,BRA
Área De Proteção Ambiental De Mangaratiba,Environmental Protection Area,National,V,Not Applicable,Designated,1987,Sub-national ministry or agency,BRA
